number,name,link,image,position,club,birthplace,height,mv,age
,Ufuk Gülez,611951,https://img.a.transfermarkt.technology/portrait/big/611951-1654363487.png,Centre-Forward,Kullar 1975 Spor,Kocaeli,,,29
,Ahmet Demirbas,611953,,Goalkeeper,Yuvacikspor,Gaziantep,,,28
22,Tayfun Kirca,611954,https://img.a.transfermarkt.technology/portrait/big/611954-1569775747.jpg,Right-Back,Belediye Derince Spor,Kocaeli,181,,23
,Taha Yavuz Yilmaz,611955,https://img.a.transfermarkt.technology/portrait/big/611955-1603017504.jpg,Central Midfield,UnknownUnknown,Bursa,186,25000,23
,Anil Kabil,611957,,Left Winger,,Kocaeli,,,25
,Mehmet Ali Mogul,611963,,Defensive Midfield,,Manisa,,,35
,Süleyman Karaagac,611965,https://img.a.transfermarkt.technology/portrait/big/611965-1597515433.png,Right Winger,Ödemis Spor,Antalya,,,28
,Baris Zangaloglu,611966,,Goalkeeper,,Manisa,,,27
,Muhammet Sefa Türker,611967,,Right-Back,Bucak Belediye Oguzhanspor,Burdur,,,25
,Oguzhan Karaca,611968,,Centre-Back,,Sakarya,,,29
,Ibrahim Emre Topcuoglu,611969,,midfield,Bucak Belediye Oguzhanspor,Burdur,,,21
,Hasan Ay,611970,,Left Winger,Bucak Belediye Oguzhanspor,Burdur,,,22
,Burhan Dagci,611971,https://img.a.transfermarkt.technology/portrait/big/611971-1639003384.png,Right-Back,Bigaspor,Çanakkale,,,30
,Ercan Kücükdemir,611972,,Centre-Back,,Erzurum,,,32
,Yoldas Kartal,611974,https://img.a.transfermarkt.technology/portrait/big/611974-1550784949.jpg,Right Winger,,Çanakkale,,,29
,Umut Balci,611975,https://img.a.transfermarkt.technology/portrait/big/611975-1639003703.png,Central Midfield,Manisa Sanayi Yildiz Spor,Manisa,,,28
,Metin Sengül,611976,,Central Midfield,,Erzurum,,,35
,Bartu Arslan,611977,,Goalkeeper,,Çanakkale,,,24
,Onur Kücük,611978,,Centre-Back,Yeni Canspor,Çanakkale,,,29
,Emre Arslan,611979,https://img.a.transfermarkt.technology/portrait/big/611979-1638729144.png,midfield,Canakkale Dardanel SK,Çanakkale,,,24
,Ugur Kacar,611980,https://img.a.transfermarkt.technology/portrait/big/611980-1659055885.jpg,Right Winger,,Çanakkale,,,30
,Gökay Avcilar,611981,,Centre-Forward,Karabiga Belediyesi Genclik Ve Spor,Çanakkale,,,24
,Kaan Sentürk,611982,,Centre-Back,,İstanbul,,,20
,Ali Arslan,611983,,midfield,Karabiga Belediyesi Genclik Ve Spor,Çanakkale,,,21
,Berat Cinpolat,611984,https://img.a.transfermarkt.technology/portrait/big/611984-1641680594.jpg,Right Winger,,Amasya,,,22
,Oguzhan Yanginci,611985,,Centre-Back,Cifteler Spor,Samsun,,,22
,Mert Aslan,611986,,midfield,Hacilar Erciyes Genclik Ve Spor,Kırıkkale,,,21
,Ömer Faruk Cevizoglu,611987,,midfield,,Kırıkkale,,,22
,Ufuk Alparslan,612066,,Goalkeeper,Bahcecikspor,Trabzon,,,35
,Tugay Yelce,612067,https://img.a.transfermarkt.technology/portrait/big/612067-1638024207.jpg,Defensive Midfield,,Kirklareli,,,25
,Mahmut Özyilmaz,612068,,Central Midfield,,Sinop,,,33
,Oguzhan Icer,612069,,Attacking Midfield,,Samsun,,,25
,Oguzhan Demircan,612070,,Goalkeeper,Cilimli Belediyespor,Sinop,,,23
,Emre Altuntepe,612071,,midfield,,İstanbul,,,25
,Abdullah Cicek,612075,https://img.a.transfermarkt.technology/portrait/big/612075-1660679483.png,Goalkeeper,Ünye 1957 Spor,Ordu,191,,24
,Selcuk Ilkan Yanik,612076,,Centre-Back,Evci Spor,Ordu,,,23
,Mert Tug,612077,https://img.a.transfermarkt.technology/portrait/big/612077-1645877376.png,Centre-Back,Kemalpasa Spor,İstanbul,,,31
,Bahri Cicek,612078,,midfield,Manavgat Belediyespor,Ordu,,,22
,Ahmet Karayigit,612079,https://img.a.transfermarkt.technology/portrait/big/612079-1660678779.png,Central Midfield,Ünye 1957 Spor,Ordu,178,,20
,Esad Bacaci,612080,,Left-Back,Kaynasli Belediyespor,Ordu,180,,20
31,Mahmut Nergiz,612081,https://img.a.transfermarkt.technology/portrait/big/612081-1652912274.jpeg,Goalkeeper,Mazidagi Fosfat Spor,Diyarbakır,,,25
21,Seyit Gazanfer,612082,https://img.a.transfermarkt.technology/portrait/big/612082-1601319943.jpg,Right-Back,Sanliurfaspor,Diyarbakır,180,,24
,Baran Yilmaz,612083,,Left-Back,Cinar Belediyesi Spor,Diyarbakır,,,24
,Bayram Kökel,612084,,Left-Back,,Diyarbakır,,,25
,Mustafa Türker,612085,,midfield,Diyarbakir Yolspor,Diyarbakır,,,34
,Veysel Yavuzkir,612086,https://img.a.transfermarkt.technology/portrait/big/612086-1611343644.jpg,Defensive Midfield,Baglar Belediyespor,Diyarbakır,174,,26
21,Bünyamin Yürür,612087,https://img.a.transfermarkt.technology/portrait/big/612087-1556309277.jpg,Defensive Midfield,Tuzlaspor,Diyarbakır,181,125000,25
,Ugur Yontürk,612088,,attack,Baglar Belediyespor,Diyarbakır,,,28
,Vedat Tekdemir,612089,,midfield,Diyarbakir Yenisehir Belediyespor,Diyarbakır,,,34
,Kadir Demir,612090,https://img.a.transfermarkt.technology/portrait/big/612090-1650747207.png,midfield,Cinar Belediyesi Spor,Diyarbakır,,,24
,Samet Gökkaya,612112,,Left Midfield,Altinova Belediyespor,Bolu,,,25
,Berkay Sezer,612113,,midfield,,Sinop,,,22
,Kaan Özkan,612114,,Centre-Back,Isparta 32 Emre Spor,İstanbul,184,,24
,Bilal Polad,612137,,midfield,Siverek Belediyespor,Diyarbakır,,,25
,Hüseyin Duman,612138,,midfield,Diyarbakir Yolspor,Diyarbakır,,,23
,Ömer Faruk Elbey,612139,,attack,Diyarbakir Yolspor,Diyarbakır,,,22
,Batuhan Calap,612142,https://img.a.transfermarkt.technology/portrait/big/612142-1607161656.png,Defensive Midfield,Ofspor,Trabzon,180,,22
,Enes Akinci,612165,https://img.a.transfermarkt.technology/portrait/big/612165-1591993202.jpg,Goalkeeper,Adana 1954 FK,Tekirdağ,194,,25
,Gökhan Yilmaz,612166,,Right-Back,Erdemli Belediyespor,Trabzon,,,26
,Emrah Sevim,612167,,Defensive Midfield,Bahcecikspor,Trabzon,,,36
76,Adem Kistirak,612168,https://img.a.transfermarkt.technology/portrait/big/612168-1652614530.png,Right-Back,Hacettepe 1945 SK,Iğdır,178,,22
,Sahin Cark,612169,https://img.a.transfermarkt.technology/portrait/big/612169-1612616245.jpeg,Left-Back,Bigaspor,Iğdır,178,,22
17,Erhan Cinar,612170,https://img.a.transfermarkt.technology/portrait/big/612170-1604688612.jpg,Centre-Forward,Serhat Ardahan Spor,Iğdır,182,,23
,Atilla Seykun,612171,,midfield,,Iğdır,,,20
,Fatih Artan,612172,,Centre-Back,Igdir Es Spor,Iğdır,,,28
,Abdullah Özdemir,612196,,Right Winger,Kücükköyspor,Ağrı,,,25
5,Emre Yasar,612197,https://img.a.transfermarkt.technology/portrait/big/612197-1660257502.png,Attacking Midfield,Agri 1970 Spor,Ağrı,170,,24
,Batuhan Koc,612198,,midfield,,Erzurum,,,22
,Muhammed Ekinci,612199,,midfield,,Ağrı,,,22
,Anil Celik,612231,,Goalkeeper,,Burdur,,,32
,Göktug Demiroglu,612232,https://img.a.transfermarkt.technology/portrait/big/612232-1558461490.jpg,Centre-Back,Yüksekova Belediyespor,Zonguldak,190,,23
,Ceyhun Meral,612233,,Right-Back,,Rize,,,27
,Mehmet Bice,612234,,Attacking Midfield,,Adana,,,26
,Yücel Ibrikci,612235,,Right Winger,Burdur MAKÜ GSK,Kahramanmaraş,,,28
,Özgür Yilmaz,612237,,midfield,,Ardahan,,,27
,Halil Akan,612238,,Goalkeeper,,Mardin,,,28
,Dogukan Cimen,612239,,Left Winger,,Ardahan,,,22
,Mücahit Ömeroglu,612240,https://img.a.transfermarkt.technology/portrait/big/612240-1650751689.png,Centre-Back,Bucak Belediye Oguzhanspor,Mardin,,,24
,Firat Aktemur,612251,,midfield,Hacka Spor,İstanbul,,,26
,Emre Asan,612256,,Centre-Back,,Erzurum,,,26
,Ibrahim Bayram,612257,https://img.a.transfermarkt.technology/portrait/big/612257-1599912034.jpg,Goalkeeper,,Afyonkarahisar,191,,28
88,Kemal Kocak,612258,,Centre-Back,Serhat Ardahan Spor,Kars,,,24
,Alperen Alp,612259,,Central Midfield,Adiyamanspor,Kars,,,24
,Burak Celik,612260,,midfield,Sarikamis Belediye Spor,Kars,,,21
,Ibrahim Ethem Cakir,612268,,Right-Back,Yesildirek,İstanbul,,,24
,Kadir Dogukan,612269,,Left-Back,,İstanbul,178,,26
,Kerem Yilmaz,612270,,midfield,,İstanbul,,,28
5,Burak Büyükkaya,612271,https://img.a.transfermarkt.technology/portrait/big/612271-1594239451.jpg,Centre-Back,Karaköprü Belediye Spor,İstanbul,185,,24
,Batuhan Kozgül,612272,https://img.a.transfermarkt.technology/portrait/big/612272-1607541396.jpg,Defensive Midfield,Belediye Bolvadin Termal Spor,İstanbul,176,,22
,Ömer Faruk Öztürk,612273,https://img.a.transfermarkt.technology/portrait/big/612273-1605966443.jpg,Right-Back,Nisantasispor,İstanbul,182,,26
,Özgür Arslan,612274,,midfield,1966 Edremitspor,Adıyaman,,,22
,Aziz Büyükdede,612275,https://img.a.transfermarkt.technology/portrait/big/612275-1609072402.jpg,Defensive Midfield,,Giresun,179,,20
,Hilmican Tasdemir,612278,,Right-Back,,Tekirdağ,,,30
,Mesut Salmaz,612279,,Centre-Back,,Tekirdağ,,,31
,Yusuf Emc,612280,,Goalkeeper,,Muş,,,23
,Ömer Berkay Eker,612281,,midfield,Avcilar Belediye Genclik Ve Spor,Hatay,,,25
,Alp Afsin,612282,,Left Winger,Erdemli Belediyespor,Adana,,,23
,Kadir Pehlivan,612283,,Left Winger,,İstanbul,,,27
,Alpaslan Bagimsiz,612291,,Defensive Midfield,Vefaspor,İstanbul,,,24
,Mehmet Sinan Söylemez,612295,,Centre-Forward,,Trabzon,,,38
,Ugur Karakulak,612315,,midfield,Karliova Yildirimspor,Bingöl,,,32
,Mesud Demir,612316,,midfield,Karliova Yildirimspor,Bingöl,,,32
,Enes Gölen,612317,,attack,Karliova Yildirimspor,Bingöl,,,30
,Mazlum Demir,612318,,midfield,Karliova Yildirimspor,Bingöl,,,29
,Ahmet Tarik Düsünceli,612321,https://img.a.transfermarkt.technology/portrait/big/612321-1656773208.jpg,Left-Back,Eskil Belediye Spor,Aksaray,177,,23
,Furkan Celen,612322,https://img.a.transfermarkt.technology/portrait/big/612322-1663623013.jpg,Defensive Midfield,68 Aksaray Belediye Spor,Aksaray,168,,23
,Ramazan Caktur,612323,,Centre-Back,Mersin Orman Spor,Mardin,,,43
,Ridvan Igrek,612324,,Right-Back,,Erzurum,,,30
,Bilal Yasar,612325,,midfield,,Mersin,,,23
,Ahmet Aydemir,612326,,midfield,,Mersin,,,23
,Emre Can Özbay,612327,,Right Winger,Gelikspor,Zonguldak,,,29
,Sezer Hasan Erden,612334,,Centre-Back,Alibeyköyspor,İstanbul,,,24
,Ahmet Aksel,612335,https://img.a.transfermarkt.technology/portrait/big/612335-1635366377.jpg,Left-Back,Beykoz Idman Yurdu,İstanbul,180,,23
,Murat Orhun Balata,612336,,Right-Back,Gaziosmanpasa,İstanbul,,,25
,Emir Demirbas,612337,,midfield,Gaziosmanpasa,İstanbul,,,22
,Ufuk Bayraksever,612338,,midfield,Gaziosmanpasa,İstanbul,,,22
,Necati Demirbas,612348,,Goalkeeper,Dersim Spor,Ordu,,,37
21,Hasan Bayazit,612349,,Left Midfield,Mazidagi Fosfat Spor,Diyarbakır,,,25
,Emre Sonkur,612350,https://img.a.transfermarkt.technology/portrait/big/612350-1652908404.jpg,Centre-Back,Kizilcabölükspor,Adana,,,29
,Umut Yilmaz,612351,,midfield,Karliova Yildirimspor,Malatya,,,25
,Firat Yakistir,612352,https://img.a.transfermarkt.technology/portrait/big/612352-1603228458.jpg,Central Midfield,Izmirspor,Diyarbakır,177,,23
,Mehmet Can Aslan,612353,https://img.a.transfermarkt.technology/portrait/big/612353-1658174316.png,Centre-Back,Gaziantepgücü Spor,Gaziantep,,,24
,Hakki Öncü,612354,,Right-Back,,İzmir,,,25
88,Sezer Kahraman,612355,https://img.a.transfermarkt.technology/portrait/big/612355-1632613133.jpg,Left-Back,Elazig Karakocan FK,Van,,,23
,Bayram Demirbas,612356,,Attacking Midfield,7 Mart Kadirli Demirspor,Diyarbakır,,,25
,Ahmet Anil Yüce,612357,,Goalkeeper,Karliova Yildirimspor,Ordu,,,29
,Ömer Zorlu,612362,,Centre-Back,Pütürge Belediye Spor,İstanbul,,,27
,Mikail Akuran,612365,,Defender,,Şırnak,,,25
,Habip Akman,612366,https://img.a.transfermarkt.technology/portrait/big/612366-1643496273.png,Central Midfield,,Bingöl,,,24
,Bilal Urug,612370,,Attacking Midfield,,Siirt,,,23
,Emircan Ay,612371,,Goalkeeper,Mezopotamya Spor Kulübü,Siirt,,,22
,Baran Kahraman,612380,,Right Winger,,Tunceli,,,21
,Berkan Tan,612382,,midfield,FC Gänserndorf Süd,Elazığ,,,26
,Ufuk Bulut,612390,https://img.a.transfermarkt.technology/portrait/big/612390-1662240520.png,Goalkeeper,Nigde Belediyesi Spor,Sivas,,,35
,Nurullah Ucurum,612391,,Right-Back,Tatvan Genclerbirligi Spor,Bitlis,,,31
,Ali Subasi,612393,,Centre-Back,,Gaziantep,,,24
,Ümit Gümüs,612394,,Left-Back,1955 Batman Belediyespor,Diyarbakır,,,28
,Burak Zeydanli,612395,,midfield,,Bitlis,,,23
,Mehmet Gürleyen,612396,,Centre-Forward,Ödemis Spor,İstanbul,,,24
,Cihan Yüce,612398,https://img.a.transfermarkt.technology/portrait/big/612398-1639078180.png,Right-Back,Konya Ereglispor,Adana,,,28
47,Mehmet Aslan,612399,https://img.a.transfermarkt.technology/portrait/big/612399-1662415692.jpg,Central Midfield,Siirt Il Özel Idaresi Spor,Mardin,172,,22
,Sertac Aydin,612400,,Left-Back,Kustepe Spor,İstanbul,,,30
,Mahsum Döker,612401,https://img.a.transfermarkt.technology/portrait/big/612401-1643496206.png,Centre-Forward,Baglar Belediyespor,Diyarbakır,,,29
,Mahmut Karakaya,612404,,midfield,,Nevşehir,,,30
,Hamza Yavuz,612432,,Goalkeeper,,Muş,,,25
,Ayhan Sentürk,612433,,Centre-Back,,Muş,,,35
,Umutcan Coban,612434,,Left Midfield,Torbalispor,Muş,,,23
,Eyyüp Özdemir,612435,,Defender,,Muş,,,30
,Bilal Tasdemir,612436,,midfield,,Muş,,,29
,Ali Irsat Türkmen,612437,,Right Winger,,Trabzon,,,30
,Samet Gül,612438,https://img.a.transfermarkt.technology/portrait/big/612438-1652912034.png,Goalkeeper,Yesil Varto Spor,Muş,,,23
,Umut Cekisken,612439,,Right Winger,19 Mayis Belediye Spor,Ordu,172,,22
,Baris Yolcu,612440,,midfield,,Muş,,,29
,Tunahan Coskuner,612455,https://img.a.transfermarkt.technology/portrait/big/612455-1582385053.jpeg,Goalkeeper,,Hatay,,,26
,Erdal Sevinc,612456,,Right-Back,,Van,,,36
,Muhyettin Toros,612457,,midfield,Yüksekova Belediyespor,Hakkâri,,,32
,Tuna Akgünes,612458,,Defensive Midfield,,Elazığ,,,31
,Onurhan Seven,612460,https://img.a.transfermarkt.technology/portrait/big/612460-1653850317.jpg,Right Winger,Torbalispor,Kirklareli,,,29
,Ibrahim Kisak,612462,,Left Winger,Viransehir Belediye Spor,Şanlıurfa,,,29
,Bayram Temelli,612463,,Left-Back,,Mardin,,,23
,Furkan Aybar,612464,,midfield,,Hakkâri,,,21
,Ugur Ciftci,612465,,Left Winger,Yüksekova Belediyespor,Hakkâri,,,21
,Erdal Cagatay,612466,,Centre-Forward,,Muş,,,24
,Mikail Aykut,612467,https://img.a.transfermarkt.technology/portrait/big/612467-1650750402.png,Right-Back,,Muş,,,22
,Ahmet Bektas,612468,,Centre-Forward,,Elazığ,,,32
,Cumali Emre,612469,,Centre-Back,,Muş,,,28
,Ahmet Can Arslan,612551,https://img.a.transfermarkt.technology/portrait/big/612551-1537643820.jpg,Goalkeeper,,Trabzon,184,,23
5,Ilke Nelik,612569,https://img.a.transfermarkt.technology/portrait/big/612569-1578335555.jpg,Centre-Back,Karacabey Belediye Spor,Manisa,190,25000,23
27,Gökmen Aydogdu,612570,https://img.a.transfermarkt.technology/portrait/big/612570-1578783251.jpg,Right-Back,Akhisarspor,Manisa,180,50000,22
70,Göksu Mutlu,612571,https://img.a.transfermarkt.technology/portrait/big/612571-1582228375.png,Centre-Back,Akhisarspor,Manisa,185,75000,23
8,Yavuz Özbakan,612572,https://img.a.transfermarkt.technology/portrait/big/612572-1573589891.jpg,Defensive Midfield,Akhisarspor,Manisa,,75000,22
,Osman Güler,612577,,Centre-Back,Cine Madranspor,İstanbul,,,24
,Oguz Yesil,612589,,Left-Back,,İstanbul,,,33
15,Koray Baykara,612590,https://img.a.transfermarkt.technology/portrait/big/612590-1581781778.png,Centre-Back,Batman Petrolspor,Kocaeli,,125000,29
,Sakir Kiyak,612591,https://img.a.transfermarkt.technology/portrait/big/612591-1580938781.jpg,Defensive Midfield,Nisantasispor,İstanbul,,,26
,Ali Yavuz Akkaya,612592,,Centre-Forward,,İstanbul,,,42
,Anil Üstün,612593,,attack,Ortaköy,İstanbul,,,31
,Firat Günes,612595,,Centre-Back,Gebzespor,Yalova,,,25
,Ömer Kaya,612596,,Defensive Midfield,Catalhüyük Cumra Belediye Spor,Yalova,,,23
,Alpkaya Karadag,612597,,Goalkeeper,,İzmir,,,23
,Osman Dede,612598,,Right-Back,,İstanbul,,,22
,Burak Can Sentürk,612599,,Left-Back,Bozcaadaspor,İstanbul,,,24
,Aslanalp Akyildiz,612600,,Centre-Back,,İstanbul,,,23
,Fatih Mahmutcepoglu,612601,https://img.a.transfermarkt.technology/portrait/big/612601-1648420284.jpg,Right Winger,Cerkezköy 1911 Dogan Spor,İstanbul,,,24
,Tolgahan Korkut,612602,,Defensive Midfield,Cevizli Anadolu Spor,İstanbul,,,25
,Ramazan Akarsu,612603,https://img.a.transfermarkt.technology/portrait/big/612603-1634244543.jpg,Centre-Forward,Cerkezköy 1911 Dogan Spor,Kastamonu,180,,23
,Muhammed Ikbal Oguz,612604,,Attacking Midfield,Yalova Kadiköy,İstanbul,,,24
,Deniz Bayram,612605,,Goalkeeper,,İstanbul,,,23
,Hüseyin Kasarci,612606,,Centre-Back,Maltepespor,İstanbul,,,22
,Mehmet Durukan,612607,,Left-Back,Ezinespor,Niğde,,,24
,Ramazan Safak,612608,,attack,,İstanbul,,,24
,Serhat Bülbül,612609,https://img.a.transfermarkt.technology/portrait/big/612609-1660123662.png,midfield,Bahcelievler Spor,İstanbul,,,21
,Baris Boylu,612614,https://img.a.transfermarkt.technology/portrait/big/612614-1647210279.jpg,Centre-Back,Büyükcekmece Mimaroba Spor,İstanbul,,,36
,Ali Riza Gündüz,612615,https://img.a.transfermarkt.technology/portrait/big/612615-1538250034.jpg,Right Winger,Kastamonu Özel Idare Köy Hizmetleri Spor,Edirne,,,28
,Yasir Akan,612616,https://img.a.transfermarkt.technology/portrait/big/612616-1652912597.jpg,Left Winger,Gölcükspor,Yalova,,,25
,Resul Agdemir,612617,,Centre-Back,Altinova Belediyespor,Kocaeli,,,23
,Hasan Can Tuncel,612618,,Left Winger,Yunus Emre Belediye Spor,İstanbul,,,23
,Mehmet Tolun,612621,,Right-Back,Tasköprü Spor,Kırıkkale,,,25
,Ramazan Kallioglu,612622,https://img.a.transfermarkt.technology/portrait/big/612622-1645885028.png,Centre-Back,Silivrispor,İstanbul,,,28
,Fatih Karagülle,612623,,Centre-Back,,İstanbul,,,45
,Ahmet Ürer,612624,https://img.a.transfermarkt.technology/portrait/big/612624-1607901103.png,Right Winger,Etispor,Samsun,,,25
,Emirhan Yurtseven,612625,,Right-Back,,İstanbul,,,28
,Oguzhan Ertürk,612626,,Defensive Midfield,Atasehir Camoluk Spor,İstanbul,,,27
,Emre Kapan,612627,,midfield,,Hatay,,,27
,Hasan Kaya,612628,https://img.a.transfermarkt.technology/portrait/big/612628-1609864634.jpg,Right Midfield,,Erzurum,179,10000,23
,Onur Aydin,612629,,Attacking Midfield,Burhaniye Belediyespor,Ankara,,,23
,Mesut Er,612630,,midfield,Sindirgi Belediyespor,Tokat,,,23
,Eren Akkaya,612636,https://img.a.transfermarkt.technology/portrait/big/612636-1659784854.png,midfield,Burhaniye Belediyespor,İstanbul,,,21
,Mert Gökalp,612637,,Left Winger,,İstanbul,,,21
,Sahin Berk,612687,https://img.a.transfermarkt.technology/portrait/big/612687-1544639792.jpg,Central Midfield,,Adana,181,,22
,Halim Savas Terry,612693,,Left Winger,,Antalya,,,25
67,Ismail Kayali,612694,https://img.a.transfermarkt.technology/portrait/big/612694-1599304290.jpg,Right-Back,Orduspor 1967 SK,Burdur,,,24
11,Yavuz Alemdar,612697,https://img.a.transfermarkt.technology/portrait/big/612697-1611070410.jpg,Right Winger,Usak Spor,Trabzon,,50000,23
,Dogukan Saglam,612776,,Centre-Back,,Samsun,,,23
,Aykut Taskinfurat,612783,https://img.a.transfermarkt.technology/portrait/big/612783-1647991926.png,Centre-Back,Aksehir Spor,İstanbul,175,,34
25,Sirat Yesilördek,612785,https://img.a.transfermarkt.technology/portrait/big/612785-1553121990.jpg,Right-Back,Kirsehir Futbol Spor Kulübü,Ankara,,75000,25
,Yusuf Colakoglu,612786,https://img.a.transfermarkt.technology/portrait/big/612786-1647210505.jpg,Defensive Midfield,Bayburt 1918 FK,Trabzon,170,,25
,Yasin Akkuru,612806,,Centre-Back,Serdivanspor,İstanbul,,,22
,Bugra Saral,612807,,Left-Back,Leventspor,Rize,,,23
,Saruhan Bolat,612811,,Left Winger,Carsibasi Belediye Spor,Giresun,170,,22
2,Hüseyin Eren Bektas,612812,https://img.a.transfermarkt.technology/portrait/big/612812-1567691013.jpg,Right-Back,Ankara Demirspor,Ankara,,100000,22
22,Ali Eren Dasdemir,612813,https://img.a.transfermarkt.technology/portrait/big/612813-1567690606.jpg,Right Winger,Siirt Il Özel Idaresi Spor,Ankara,,25000,24
,Fadil Sayim,612822,,midfield,,Adana,,,22
,Onur Berber,612823,,Centre-Back,Manavgat Belediyespor,Adana,,,22
,Isa Tas,612825,,Goalkeeper,,Hatay,,,24
14,Furkan Sahin,612830,https://img.a.transfermarkt.technology/portrait/big/612830-1612366150.jpg,Central Midfield,Afjet Afyonspor,Afyonkarahisar,175,10000,20
,Hasan Kutlu,612831,https://img.a.transfermarkt.technology/portrait/big/612831-1582398936.jpeg,Centre-Back,,Afyonkarahisar,183,25000,22
,Furkan Özen,612832,https://img.a.transfermarkt.technology/portrait/big/612832-1573425057.jpg,Left-Back,,Afyonkarahisar,182,25000,21
,Batuhan Köksal,612892,,Goalkeeper,,Kocaeli,,,26
,Özay Bayrak,612893,,Right-Back,Yenicaga,Bolu,,,23
,Bünyamin Saban Celik,612894,,Left-Back,,Rize,,,24
,Sonercan Budak,612895,,Centre-Back,Yenicaga,Bolu,,,24
,Mert Güngör,612896,,Centre-Back,Manisa Sanayi Yildiz Spor,Kocaeli,,,23
54,Furkan Birdal,612897,https://img.a.transfermarkt.technology/portrait/big/612897-1638210460.jpg,Central Midfield,Somaspor,Sakarya,170,,24
,Mustafa Mert Bulut,612898,,Second Striker,Yenicaga,Bolu,178,,24
,Anil Coban,612899,,midfield,,Elazığ,,,27
,Hasan Kasap,612900,,Centre-Forward,,Rize,,,28
,Serkan Acikalin,612901,https://img.a.transfermarkt.technology/portrait/big/612901-1661952310.jpg,Left-Back,Amasyaspor FK,Bolu,172,,23
,Murat Akman,612902,,Centre-Back,Yenicaga,Bolu,,,28
,Faruk Mert Akdogan,612903,,Centre-Forward,Kaynasli Belediyespor,Düzce,,,24
,Hamza Uzun,612904,,midfield,,Rize,,,25
,Yusuf Cebeci,612905,,midfield,,İstanbul,,,24
,Taner Keskin,612906,,Right Winger,Kilimli Belediyespor,Bolu,,,23
4,Ali Eren Karadag,612999,https://img.a.transfermarkt.technology/portrait/big/612999-1567691129.jpg,Centre-Back,Hacettepe 1945 SK,Ankara,188,100000,24
,Fatih Demirci,613001,,Left Winger,Serdivanspor,Sakarya,,,23
,Sükrü Can Günes,613002,https://img.a.transfermarkt.technology/portrait/big/613002-1638995872.png,Centre-Forward,Yunus Emre Belediye Spor,Ankara,,,25
,Kaan Masgar,613005,,midfield,Karabük 1937 Spor,İstanbul,,,21
,Burak Koca,613024,,Centre-Back,,Denizli,,,31
,Özgür Kulaoglu,613025,,Left Midfield,,İzmir,,,28
,Selim Kartal,613026,https://img.a.transfermarkt.technology/portrait/big/613026-1645875741.png,Right Winger,Isparta 32 Emre Spor,Denizli,,,24
,Ümit Koz,613027,https://img.a.transfermarkt.technology/portrait/big/613027-1652538566.png,Centre-Forward,Hendek Spor,Trabzon,,,26
,Yasin Kozak,613028,,Centre-Forward,Kale Belediyespor,Denizli,,,42
,Serkan Tekin,613029,,Goalkeeper,Kale Belediyespor,Denizli,,,29
,Süleyman Kolukara,613030,,Defensive Midfield,,Denizli,,,29
,Süleyman Celik,613031,,Right Midfield,,Denizli,,,23
,Süleyman Altas,613032,,midfield,,Denizli,,,22
,Ercan Kurucay,613033,https://img.a.transfermarkt.technology/portrait/big/613033-1644531887.png,Centre-Forward,Yozgat Belediyesi Bozok Spor,Malatya,,,33
,Emir Orhan,613038,,Centre-Back,Kestel Belediyespor,Bursa,,,26
,Yasar Keles,613043,,Goalkeeper,Ödemis Spor,İzmir,,,26
,Safak Tiryaki,613044,,Central Midfield,Etispor,Bursa,,,32
,Önder Tastemir,613045,,midfield,Gemlikspor,İstanbul,,,23
,Oguz Yapar,613046,https://img.a.transfermarkt.technology/portrait/big/613046-1552992633.jpg,Left Winger,Ödemis Spor,İzmir,180,,23
,Tugrul Karatosun,613055,https://img.a.transfermarkt.technology/portrait/big/613055-1594324665.jpg,Goalkeeper,Canakkale Dardanel SK,Ankara,188,,35
,Durmus Gönül,613056,,Defensive Midfield,Kustepe Spor,İstanbul,,,31
,Gökhan Koc,613057,https://img.a.transfermarkt.technology/portrait/big/613057-1639849795.png,Right Winger,Ankara TKI Spor,Ankara,,,30
,Tayyip Mevlüt Kaya,613058,,midfield,,Isparta,,,23
,Furkan Kaygili,613059,https://img.a.transfermarkt.technology/portrait/big/613059-1645566148.jpg,Left Winger,Kinik Belediyespor,Isparta,,,23
,Fatih Toygar,613068,,Goalkeeper,,Kütahya,,,22
,Caner Sösuncu,613069,,Centre-Back,,Siirt,,,36
,Ahmet Korkmaz,613070,,Right-Back,Kütahya Özel Idare Köy Hizmetlerispor,Kütahya,,,22
,Semih Özcan,613071,,Centre-Back,TKI Tavsanli Linyitspor,Kütahya,,,21
,Emirhan Cankaya,613072,,midfield,Cifteler Spor,Kütahya,,,21
8,Mustafa Demirel,613073,https://img.a.transfermarkt.technology/portrait/big/613073-1599303998.jpg,Attacking Midfield,Sile Yildizspor,Kütahya,,,21
,Hakan Pekserbes,613074,,Defensive Midfield,,İzmir,,,36
,Saruhan Yazgun,613079,https://img.a.transfermarkt.technology/portrait/big/613079-1654123317.png,Right Winger,Cesme Belediyespor,İstanbul,178,,23
54,Tugay Keles,613080,https://img.a.transfermarkt.technology/portrait/big/613080-1664067664.png,Centre-Forward,Karaman FK,Sakarya,192,,24
,Samil Günay,613091,https://img.a.transfermarkt.technology/portrait/big/613091-1537012748.jpg,Right Winger,Ödemis Spor,İzmir,175,,26
